track_id,genre,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms
3OKdgFt9VxoUYpUXPGqowk,rap,0.466,0.777,-4.432,1,0.233,0.126,0.0772,0.191,163.964,249147
0e6Je5EfLQ7uS9eVqvKTHW,rap,0.553,0.776,-5.078,0,0.0586,0.222,0.314,0.396,82.558,252667
4PQOIfA2YlJW12UL9NOCa8,rap,0.429,0.938,-6.453,1,0.592,0.0441,0.0672,0.0395,160.749,411133
4FIUGSvwYUNiacopdF94Cf,rap,0.716,0.686,-6.555,1,0.145,0.00728,0.145,0.532,141.043,280667
5uQdp0GLfj6K1wTdKuSkwR,rap,0.435,0.712,-5.566,1,0.144,0.0383,0.109,0.445,125.789,267147
0DPNRRkWkye2ZHTqAiClRH,rap,0.714,0.935,-2.776,1,0.243,0.134,0.128,0.872,91.972,207093
5qXDMDeaGVoWIRAIQ7aCcd,rap,0.513,0.684,-7.171,1,0.777,0.189,0.962,0.708,181.444,334467
2ORxCzIYVvQYzAUv3iLFfx,rap,0.578,0.894,-4.591,0,0.16,0.0374,0.105,0.43,143.168,227560
1ssocj8vt5NQANQgfCkVI1,rap,0.683,0.74,-5.512,1,0.274,0.0272,0.333,0.429,83.857,248520
5zHXpOhaBlL0FrXGmIRrjO,rap,0.505,0.837,-6.826,1,0.252,0.0818,0.257,0.173,142.626,254667
6m1w1Jyu8L6XNHNLCzC0OC,rap,0.55,0.703,-6.01,0,0.264,0.156,0.0931,0.491,156.503,304000
3JEzGRDUsozrehZTq3dKE8,rap,0.419,0.655,-6.679,1,0.247,0.0571,0.0962,0.353,76.835,215297
4A6CndGv4pjCQKxkIWIGoB,rap,0.591,0.696,-5.525,0,0.421,0.187,0.849,0.254,77.498,175093
6mugUzJVrs2wfUUbKywyrn,rap,0.511,0.793,-2.208,0,0.311,0.0431,0.0501,0.799,81.331,358573
5PrHp3PRK78k18zrwgyxS9,rap,0.405,0.889,-3.303,1,0.317,0.0922,0.446,0.338,82.918,229480
62NQ8JoW3yfJ2WSmlnaogw,rap,0.675,0.858,-3.758,0,0.221,0.0577,0.241,0.541,92.997,226560
6AcMShL9nO1oQHsmVhiKPn,rap,0.381,0.682,-5.254,0,0.43,0.0207,0.469,0.241,71.405,372707
1TT9cxHxX2C2F4g6oiwBLI,rap,0.486,0.655,-7.709,1,0.302,0.0628,0.733,0.249,82.241,233880
5alKIB3JaJ4N1RwbsTz9jO,rap,0.693,0.698,-7.75,1,0.273,0.0187,0.172,0.566,148.047,288640
2MxNYlKFPTZvx9xeG4HQgq,rap,0.703,0.478,-7.44,1,0.317,0.323,0.215,0.0628,137.977,281813
1YmF9PvLhIISIANoMLIYGq,rap,0.469,0.78,-6.49,0,0.122,0.224,0.13,0.444,125.999,233061
7ycWLEP1GsNjVvcjawXz3z,rap,0.85,0.569,-8.152,0,0.136,0.0609,0.1,0.294,80.02,205040
0U7Hho5psdKZwyC8HMHxfq,rap,0.484,0.913,-4.631,0,0.444,0.333,0.589,0.621,92.715,324733
5ybAmUhA1Fr6Uzz5YEsrpu,rap,0.873,0.651,-8.411,0,0.236,0.216,0.303,0.432,119.988,266253
07lqfibBtpw1ud24u0uULj,rap,0.762,0.666,-8.589,1,0.356,0.259,0.137,0.476,94.066,265373
0NknHNafFWgMRaVplKqLu8,rap,0.591,0.731,-5.867,0,0.192,0.0916,0.443,0.508,79.793,120620
2QtiS6vQQHXU7E98o7943w,rap,0.559,0.778,-5.869,1,0.432,0.0681,0.681,0.638,179.648,154807
0kXvGrU1xtobBAkQ1sf2uQ,rap,0.392,0.758,-6.034,0,0.333,0.0617,0.125,0.511,83.601,184912
7fifwiZlUkN4h1V7Ahu3E8,rap,0.675,0.556,-7.419,0,0.343,0.147,0.211,0.525,90.411,129991
7onDf2suCU2YfIvhZse6r4,rap,0.353,0.882,-6.275,0,0.604,0.013,0.0807,0.656,83.744,155883
6VpwX2LWXHFbblt00zPCCh,rap,0.45,0.87,-5.457,1,0.208,0.0259,0.227,0.448,79.999,228148
1TwMtZTceqLHR3aAiqVCOx,rap,0.463,0.878,-5.194,1,0.409,0.00524,0.273,0.663,80.145,185151
61GSr6DLZ1z1aBtPxyAwLB,rap,0.592,0.849,-5.185,0,0.346,0.185,0.179,0.725,79.776,172698
62GXGpd73vslqIBHq8XqOx,rap,0.706,0.785,-6.475,1,0.271,0.0131,0.164,0.377,160.033,264853
7r9n8i6kikpwxEomUFujzY,rap,0.819,0.733,-6.071,1,0.394,0.0606,0.728,0.437,75.007,166531
6WDo5KoqkteS4p0xGn9W9L,rap,0.586,0.699,-7.049,0,0.261,0.0729,0.211,0.299,123.991,399725
1ulmJh7abgw27HTLIyfDSS,rap,0.498,0.688,-6.58,1,0.452,0.18,0.481,0.507,147.899,315040
7CJQUfl628ppAuH2MnTptQ,rap,0.651,0.906,-5.29,1,0.228,0.0114,0.169,0.579,81.994,229027
7y1RCeyDE960067hEVlpjJ,rap,0.523,0.885,-5.933,1,0.375,0.0239,0.102,0.723,82.29,175020
2VpTT9dmZapkRO61WFxs3m,rap,0.52,0.744,-7.157,0,0.378,0.0182,0.365,0.308,169.23,193071
6VQyZAaoeyMP1tvaQwdst0,rap,0.548,0.754,-6.493,0,0.289,0.0823,0.322,0.59,94.593,164101
6XEv3sRDhL5BYh3TSev6kO,rap,0.491,0.617,-9.369,1,0.402,0.163,0.312,0.368,90.197,337136
1EzniRQ6UM9Y5xGrmfqCgy,rap,0.417,0.737,-7.188,1,0.336,0.23,0.467,0.355,165.183,194720
4DxaBl7XTThDb9zRZjIWOB,rap,0.441,0.854,-5.509,0,0.486,0.00274,0.175,0.597,81.309,334787
13thLit2vmo1qePjSFP01c,rap,0.78,0.647,-6.331,0,0.164,0.0861,0.0873,0.551,116.976,193213
5TM4UBorSpaZaQaZOdsEhc,rap,0.675,0.695,-6.916,0,0.405,0.263,0.218,0.61,80.345,249227
7qvzMcbBIoG3nrTSqKVn9Q,rap,0.621,0.73,-10.634,1,0.423,0.0414,0.312,0.6,86.103,250970
5TYiF7dKX5fuScSnIgz8IY,rap,0.632,0.688,-11.117,0,0.517,0.0741,0.169,0.787,86.98,203268
6WQi91716ppIvo9QqaPTxK,rap,0.387,0.678,-7.219,0,0.313,0.0416,0.257,0.422,79.084,317653
7eZT4U188WHdgkOfB4VYzL,rap,0.458,0.683,-10.029,1,0.415,0.0449,0.104,0.389,77.959,209480
6iuoLH4plEeIebSk3tVgmP,rap,0.542,0.654,-6.304,1,0.316,0.151,0.129,0.125,176.474,198005
2qqwaTbY2FwR6SBWMbHcU0,rap,0.772,0.551,-6.896,1,0.0906,0.0433,0.149,0.269,91.048,214086
4WqRkiwm47iNEGdJgOo90m,rap,0.436,0.765,-5.369,0,0.238,0.0457,0.249,0.322,93.104,196848
6L0aZ8wJC5uw2kAYIU82Ol,rap,0.763,0.708,-6.307,0,0.116,0.0869,0.234,0.398,93.02,234021
1FLZRn9a9x8GIuWorOIetk,rap,0.358,0.975,-4.979,0,0.392,0.0553,0.363,0.225,84.133,240733
74hmG1k2ASLQHYdljwM2Oy,rap,0.53,0.899,-4.277,0,0.192,0.0292,0.453,0.746,97.858,223855
4JZPpdcRWfAKK5n8o1dArz,rap,0.592,0.934,-4.611,1,0.0795,0.000734,0.116,0.332,89.977,196624
35ngDYO5CXM5bnidQqXajm,rap,0.524,0.864,-5.281,0,0.393,0.00823,0.215,0.655,124.988,275705
6ioeundMi72DPscKqrFGPS,rap,0.392,0.898,-4.401,0,0.339,0.0662,0.116,0.545,83.933,213426
3xHtha4xrGjF7Xr4sdWgTE,rap,0.337,0.89,-4.348,1,0.19,0.000563,0.383,0.24,175.776,157118
4StoN1KQjgJd9FdkZyPUqx,rap,0.55,0.798,-6.024,1,0.0965,0.00041,0.75,0.39,94.963,271197
2VqENTRXPasmXSLPPjJ9gF,rap,0.542,0.902,-4.512,1,0.279,0.0598,0.07,0.661,95.326,165172
4gDtGK7uVjYaY7oh7dFbbv,rap,0.577,0.811,-4.868,0,0.0835,0.318,0.165,0.542,155.992,310760
6hlQPubiZgtogGjN54M6Qe,rap,0.598,0.807,-6.43,0,0.0811,0.187,0.183,0.928,83.029,243464
5cYZm4KeDKM8Pw8z5XRKJt,rap,0.7,0.641,-8.673,0,0.317,0.0162,0.206,0.383,149.992,303000
6KM0MPPSPGjBlQgdwIeJLc,rap,0.781,0.754,-3.61,0,0.0894,0.36,0.0867,0.519,120.521,227080
29ZSk6XmWPx3DX69xBb7Yi,rap,0.779,0.629,-6.797,0,0.274,0.00311,0.254,0.185,116.53,233400
1j6kDJttn6wbVyMaM42Nxm,rap,0.489,0.718,-5.989,1,0.11,0.0122,0.0546,0.0568,207.986,126960
6br4Pc0BzU6dTD5fEmks2i,rap,0.897,0.598,-7.164,1,0.0466,0.492,0.0646,0.528,119.966,255253
4WGPjNKQkJaXqj6RAbVAOz,rap,0.909,0.783,-6.816,1,0.297,0.00676,0.0846,0.902,88.61,242120
71DQycRGgmTXwBAO62jo3B,rap,0.762,0.565,-5.789,0,0.31,0.119,0.318,0.553,84.997,230240
5Rkbnhwkb6oiqq1HQcXirN,rap,0.601,0.768,-5.712,1,0.386,0.141,0.482,0.634,152.45,347507
6M9bu6nqmwSFRRGW2bdwWI,rap,0.899,0.397,-6.845,1,0.269,0.192,0.156,0.602,99.951,332560
4n3i8iYdTpOHUTf3BmGmaF,rap,0.883,0.563,-11.518,1,0.253,0.0518,0.0961,0.743,86.907,270293
7bn5WFv9CmhcrsYb3Krgun,rap,0.793,0.557,-7.185,0,0.153,0.139,0.377,0.75,75.755,285547
6QffQWx4dzqk7rL57A4FMB,rap,0.504,0.741,-12.006,1,0.211,0.956,0.553,0.886,170.119,46053
2Cp9l9oeQl5DAK2AAS0V1S,rap,0.893,0.437,-10.518,1,0.122,0.0227,0.602,0.405,104.443,261427
0zRpsXMbE1oBv58A22BhKN,rap,0.812,0.625,-5.543,1,0.133,0.0385,0.0714,0.301,81.018,284400
7uhhAebHqfptyvnrS4Wifg,rap,0.853,0.638,-6.368,1,0.163,0.0164,0.0276,0.868,100.993,238893
3tQnH83OR5LgMkPqGrnZo5,rap,0.912,0.456,-7.611,1,0.131,0.0142,0.111,0.614,93.222,252693
5FEBritagmW6iAy5wL5uXg,rap,0.594,0.635,-4.259,0,0.47,0.249,0.454,0.552,75.035,283733
5GR1vgM7Pppp888xQ0Db63,rap,0.399,0.841,-10.442,1,0.699,0.994,0.448,0.773,151.021,46000
7zKZwfo5J4KA2vBpQHfQWp,rap,0.735,0.652,-5.257,1,0.274,0.0266,0.169,0.684,168.403,326267
0vVjqQTBDkbBnpduKrOHcx,rap,0.794,0.65,-7.148,1,0.399,0.0569,0.0951,0.772,80.011,218067
0KPzS5YoxH3Et4UlktrzBX,rap,0.801,0.807,-5.913,1,0.15,0.0817,0.0652,0.859,95.99,244467
6UI26v6VGW0enF6naVzQKC,rap,0.452,0.699,-4.623,1,0.66,0.00655,0.0648,0.385,80.025,270840
3zagi2b65in52cZnFSnyAG,rap,0.614,0.888,-3.786,0,0.282,0.0262,0.405,0.793,163.85,225187
362ychdHc0vMXhUE50PuoN,rap,0.416,0.664,-6.687,0,0.317,0.0153,0.169,0.504,75.528,332400
304vkfDKAnllQXWmbwZrEn,rap,0.687,0.593,-7.721,1,0.322,0.0461,0.555,0.608,115.11,484763
3yjYId62mEKEy9QwbCGoEa,rap,0.514,0.72,-8.507,1,0.206,0.976,0.91,0.977,85.811,29493
4KegtKX6D86OmNy8xCXsow,rap,0.832,0.54,-8.309,1,0.334,0.0707,0.438,0.561,138.8,193560
55oYSMee1hEvnQrQBEELnO,rap,0.687,0.658,-5.178,0,0.0467,0.00561,0.246,0.164,140.021,341200
40ZJO9wlOsxwldhSPqshHL,rap,0.552,0.854,-6.709,0,0.277,0.281,0.0865,0.721,98.006,234933
1Qbca84SoalSDtwF73xbxG,rap,0.701,0.68,-6.495,0,0.484,0.0299,0.185,0.477,72.359,360347
3KcsyKN0GyGQYGZJJhIx3L,rap,0.859,0.773,-4.549,1,0.266,0.00382,0.129,0.691,166.825,274227
7L3Cy0EUBxNRdftb2IoX2n,rap,0.783,0.79,-5.641,1,0.404,0.0664,0.24,0.762,144.005,296467
0x7bpdy4ACNf7kOcWIHbKe,rap,0.491,0.614,-9.188,0,0.106,0.0278,0.0843,0.335,147.775,471493
7cUoXJUcbba7lzQ937Mq7M,rap,0.715,0.553,-10.11,1,0.252,0.0155,0.212,0.429,135.916,204107
4edZCE9G5hMfScEpLNZqFL,rap,0.77,0.418,-10.047,0,0.214,0.541,0.375,0.841,64.872,179493
6PLIfPaILNJRw8k3VyKpu5,rap,0.783,0.653,-7.889,0,0.166,0.105,0.201,0.783,84.161,282800
4gDhGCMUfeL9gAOzEzXVTZ,rap,0.836,0.611,-6.555,0,0.132,0.102,0.0553,0.754,96.228,224320
0LcnHlfLbVG3GWhKXQgj3S,rap,0.84,0.593,-7.755,1,0.376,0.0614,0.41,0.714,122.164,313720
2OIhccZyCQWRnPOvZXQgCT,rap,0.785,0.699,-3.0,1,0.104,0.00775,0.0577,0.694,80.152,318827
3hUXBzW8zP2koWrxG5fNeL,rap,0.626,0.668,-3.763,1,0.194,0.482,0.121,0.793,160.121,253547
4yCoB7NLTxHQoNclRnbGav,rap,0.732,0.584,-8.641,1,0.138,0.0408,0.0558,0.474,176.72,339253
5dVdllwQxufHF5c2LhEbL6,rap,0.686,0.514,-8.421,1,0.0699,0.00368,0.314,0.401,73.934,228760
63MtsInu01ReWF9M4rl7dq,rap,0.457,0.815,-4.327,0,0.273,0.031,0.244,0.237,150.923,295360
6Y6f7LSvHxUA61ItYiSMKE,rap,0.536,0.771,-6.503,0,0.369,0.0126,0.11,0.66,152.174,271573
78QR3Wp35dqAhFEc2qAGjE,rap,0.897,0.662,-6.903,0,0.292,0.0852,0.534,0.389,112.511,145543
72LlwJM24dWKpFLVB3PWWQ,rap,0.824,0.554,-7.118,0,0.115,0.433,0.124,0.316,127.003,166298
5o4Kal1PbEg8VbVjDoCx80,rap,0.449,0.684,-7.309,0,0.219,0.000397,0.366,0.304,122.935,285264
5Gx2SIkIWdSzdxnvfO3TJy,rap,0.686,0.72,-6.084,1,0.225,0.0821,0.414,0.326,146.026,216002
6p2BLkl2KM6jlpN85Sks93,rap,0.838,0.798,-4.938,1,0.0831,0.00749,0.0433,0.585,155.968,210216
5cYZ5msSztsVKkaSYIoZ3b,rap,0.792,0.428,-7.862,1,0.0715,0.0762,0.183,0.202,148.065,182973
25rMWDcZtRw4HBiYby4tBK,rap,0.864,0.552,-4.648,1,0.202,0.199,0.126,0.33,150.05,259453
2ECnUolDjMUwVVwpK2HRyH,rap,0.56,0.418,-11.839,0,0.499,0.176,0.241,0.381,148.314,259291
0MnD6a0XiPC44N5yrEpD74,rap,0.556,0.836,-6.903,0,0.199,0.0587,0.355,0.429,168.196,293173
0HaAoQJ1PgF0gIm1o6JYIM,rap,0.809,0.866,-5.221,0,0.254,0.00672,0.12,0.558,142.102,213053
5Zl7kQk7IHp1OV8gM9YLLm,rap,0.73,0.828,-2.993,0,0.217,0.0629,0.235,0.677,82.092,202667
6YziRRY7UY6rZDim35Dolo,rap,0.406,0.701,-5.007,0,0.203,0.208,0.127,0.492,96.927,225200
5ykwvtHx36Z6xGNO1b4lxF,rap,0.651,0.9,-4.507,0,0.45,0.0679,0.152,0.697,169.989,201080
3fJ6qG1m6zOFOo1HfU9Pxt,rap,0.4,0.963,-2.745,1,0.47,0.208,0.348,0.366,169.61,386573
2wksUyr9N2dwxS60RzI9Nz,rap,0.711,0.852,-6.285,1,0.308,0.286,0.87,0.62,145.735,117381
2qw63SLgNzQhEUwyVfnSvv,rap,0.677,0.582,-8.628,1,0.151,0.00893,0.0861,0.513,170.026,272048
2NR2i4RnPZNKs85Anpyqel,rap,0.698,0.391,-9.98,0,0.283,0.174,0.49,0.372,133.945,192102
67eSn1vaBoNuv0OwOrja7L,rap,0.527,0.633,-7.509,1,0.17,0.00956,0.624,0.301,91.129,243984
1o6AE0zzRZ9Z4tKVFu9ZDJ,rap,0.769,0.558,-5.654,1,0.365,0.023,0.305,0.539,143.926,162291
17husT8tMWaBHcQqUpYDZQ,rap,0.744,0.697,-5.063,0,0.197,0.0106,0.0842,0.767,149.28,247413
6NRbf3JfdWOR6H4H2A3Sfc,rap,0.754,0.494,-9.502,1,0.0782,0.013,0.417,0.24,139.983,240227
4IeUAegXVbETb7FpgNDnSM,rap,0.643,0.592,-6.684,0,0.277,0.00475,0.222,0.405,123.942,267920
7BpxBMNYNYguGWZZk2zOKe,rap,0.767,0.593,-7.903,1,0.198,0.256,0.109,0.23,142.972,174707
6YmPSmsQqU5PWS5M8b21K1,rap,0.751,0.681,-6.492,1,0.277,0.0136,0.0447,0.712,154.046,261960
3XGjdoFg8NuxftxFChDAej,rap,0.618,0.774,-5.736,1,0.348,0.257,0.658,0.566,153.429,253093
10xadaGYk2aXuMjpvwSmo7,rap,0.714,0.765,-5.684,1,0.0819,0.265,0.269,0.238,155.263,251227
1qoGmzgGtLrYZOps9UZXml,rap,0.721,0.891,-4.487,1,0.114,0.00235,0.327,0.571,133.621,230173
7LAYk3333i3Z3ekJpR3lTq,rap,0.677,0.753,-5.575,1,0.261,0.0193,0.089,0.34,164.03,225480
5YwXPMiMoCfGkrIgaJQkij,rap,0.796,0.825,-7.075,1,0.232,0.00159,0.398,0.33,150.062,210987
44yaNjr9eyZsNsg3R9Arzv,rap,0.8,0.903,-4.576,1,0.204,0.00987,0.116,0.939,146.099,278773
4Oi5LdwWqDUCwTTjNXnnyL,rap,0.65,0.831,-5.399,1,0.23,0.000638,0.38,0.641,82.5,224373
39ANtyofTUt08iQ3k6FMYS,rap,0.315,0.866,-4.965,1,0.322,0.0714,0.278,0.416,74.601,294533
5EecdlKnu3NtOrnJkGpUqw,rap,0.63,0.776,-6.488,0,0.241,0.239,0.0595,0.542,155.88,231813
3fBnGiW7icFsAZvdYTCmQp,rap,0.576,0.939,-4.139,1,0.438,0.0952,0.418,0.636,155.191,262707
7Lf7oSEVdzZqTA0kEDSlS5,rap,0.624,0.653,-6.582,0,0.176,0.575,0.104,0.565,73.884,288333
4NeOWqHmlrGRuBvsLJC9rL,rap,0.772,0.68,-5.881,0,0.224,0.277,0.682,0.807,119.953,276160
62cYasTwBy6Y7pstdSTmHu,rap,0.862,0.707,-6.243,0,0.0585,0.335,0.283,0.849,121.259,444373
0NrK4sqr5wcvgSIaYcxSID,rap,0.641,0.679,-6.94,1,0.118,0.00433,0.216,0.339,125.04,235493
2emsHMLGBFHEbd6Z2svnF0,rap,0.46,0.822,-5.795,0,0.376,0.425,0.697,0.392,108.421,177895
6klLvorLoo1sxvZcjJIY8I,rap,0.876,0.733,-4.478,0,0.333,0.0208,0.0999,0.962,154.904,148630
57IRaiAB4hBZu3gnNVZC0v,rap,0.658,0.736,-6.097,0,0.308,0.113,0.0978,0.804,143.966,160000
39pS70eeDvyCAF3t8NAlVV,rap,0.836,0.776,-0.804,0,0.239,0.274,0.113,0.37,130.033,222707
5PHxnRNat0vsS2Vnb5wpKb,rap,0.862,0.775,-4.764,0,0.0842,0.223,0.19,0.654,120.034,310073
0I6wh8pETh9PS7dVTzykQd,rap,0.868,0.444,-7.122,0,0.301,0.059,0.0727,0.395,159.973,153347
5XVgni83u3RSftZc52Gatd,rap,0.611,0.723,-5.325,0,0.264,0.00854,0.557,0.493,160.094,264400
2poeTeH4ystQaVualzuBrk,rap,0.286,0.88,-3.972,1,0.344,4.65e-05,0.632,0.354,86.777,364173
7AuM5Mu5LXtD2LR23njjBW,rap,0.641,0.825,-5.873,1,0.163,0.109,0.14,0.51,149.973,197628
4Ma6PJzFccAJOXy0vbDxcU,rap,0.607,0.599,-8.652,0,0.302,0.15,0.385,0.372,80.061,201495
0fTx5ET8US1Bh33OBFeugm,rap,0.774,0.513,-7.427,0,0.0882,0.469,0.256,0.358,79.999,156213
2QNrHrOPHc92ZTf7InJp5Q,rap,0.548,0.46,-8.262,1,0.0671,0.118,0.189,0.298,127.854,169599
0onGoqbOulLD4FgxSuTYcu,rap,0.647,0.533,-13.254,0,0.337,0.227,0.3,0.376,150.103,162493
0YeZCdHQDDV8DEA9oXwi6K,rap,0.625,0.538,-9.805,1,0.0317,0.00819,0.361,0.222,130.07,234462
15wgxJBck7rS18pK5FfuNQ,rap,0.548,0.921,-4.54,1,0.085,0.128,0.144,0.761,168.27,274718
28B02YJaBMp2byqoM9H92n,rap,0.738,0.514,-11.831,1,0.0767,0.188,0.3,0.201,143.932,218333
6ZifCCNZnqWrtIeBp7RWP9,rap,0.58,0.705,-9.425,1,0.0374,0.0144,0.213,0.629,160.986,223552
6NnILJkCwAHyeXywYiuGBu,rap,0.513,0.581,-10.494,1,0.036,0.0259,0.251,0.041,179.99,216085
2vDfGmj1miRaaTD25N31bR,rap,0.68,0.695,-8.138,0,0.0415,0.479,0.431,0.347,140.067,157024
3A7ZEigu5aHOHFs1lwfSJx,rap,0.606,0.549,-11.261,1,0.167,0.00237,0.198,0.524,176.051,308245
3VwrrEtbqrlvJlv91u3vHE,rap,0.564,0.608,-9.804,1,0.0394,0.307,0.0407,0.283,80.027,199467
3zCaLPp9kr22wW4yLsTPd3,rap,0.581,0.872,-6.182,1,0.0404,0.00733,0.11,0.787,75.035,179200
6ECavWiIYWE2Anxm81t06u,rap,0.768,0.766,-3.697,1,0.0891,0.334,0.115,0.676,129.985,192923
1aebwb9QAyVQmxZttwROWU,rap,0.716,0.533,-9.523,0,0.0324,0.608,0.152,0.561,140.022,220415
2APxijdVoN8AIrS1AuCMAT,rap,0.583,0.459,-8.422,0,0.0304,0.239,0.111,0.357,99.809,169506
4IIe0nhbucP0cFONORgX5p,rap,0.53,0.796,-5.089,0,0.0389,0.0044,0.126,0.536,166.022,203883
5CJzig6FYq9fs2auN7ODWn,rap,0.448,0.846,-6.087,1,0.0537,0.000959,0.39,0.391,144.852,168368
6g1F0aDjD33iNh7ZfGx7oI,rap,0.436,0.797,-5.417,1,0.146,0.144,0.538,0.393,153.732,200261
6J9mEyi5F13mvjxtqLGtya,rap,0.523,0.544,-11.343,1,0.198,0.491,0.105,0.53,163.854,169104
7dIB8pFLlM9fHHj8VcjDer,rap,0.709,0.465,-10.852,0,0.0896,0.717,0.117,0.318,155.905,202884
1NbRWGX7hybvzBU1Y5ysVa,rap,0.682,0.595,-7.787,0,0.0908,0.184,0.128,0.404,147.996,226992
53UXJ9NlgwfE8oOVFhinrS,rap,0.813,0.483,-12.74,1,0.0367,0.118,0.379,0.0396,120.046,230568
2lFrU5wsc4o8Jgpb8TpHQp,rap,0.714,0.744,-6.437,1,0.0547,0.232,0.152,0.96,79.946,232827
18PS18Yfpzysb5W7HOUtA0,rap,0.715,0.644,-5.917,1,0.0377,0.0657,0.0869,0.641,136.017,216053
3DmvF4wNM7rZH45TSrj06D,rap,0.752,0.671,-7.066,1,0.0578,0.486,0.316,0.807,92.03,193373
07pBDImHZhH5XW6xz9Wob6,rap,0.488,0.513,-7.607,1,0.0436,0.0759,0.14,0.425,160.022,172027
0j7KzELB5SlmxTOQRdvYGR,rap,0.657,0.695,-6.976,1,0.164,0.0506,0.19,0.328,75.039,198635
7nTB9LCOAhfcvx2cZ1Hx4g,rap,0.737,0.625,-8.067,1,0.0297,0.00873,0.628,0.504,113.934,221053
70qmp46oXjH8hapj9l1lbE,rap,0.595,0.726,-8.363,0,0.132,0.0498,0.122,0.434,150.774,236648
1b4KQGFYbRqRe2Bx818Kqb,rap,0.702,0.741,-6.987,1,0.104,0.0131,0.0645,0.468,152.021,206286
6yHPr8gtLv7hGhtZN6N3Xc,rap,0.724,0.516,-8.646,1,0.177,0.185,0.313,0.277,139.927,160571
7CxWLI6FDroqte3DbucNx9,rap,0.726,0.578,-7.917,0,0.0394,0.0361,0.471,0.106,125.976,177228
2pDgan1hrEIgjFU21MOLf6,rap,0.701,0.717,-5.66,1,0.0508,0.261,0.166,0.529,87.978,209969
04fLpmqdp4zlT9FRpkV64v,rap,0.582,0.78,-5.413,0,0.0687,0.000269,0.376,0.362,85.99,190715
1T233PFtvNuqMH8hAsF4NF,rap,0.628,0.776,-5.424,0,0.0592,0.217,0.132,0.664,82.981,160247
5A9VzqsC7DdNevB7EHnVA6,rap,0.614,0.673,-5.883,0,0.0302,0.162,0.194,0.254,130.08,236931
06ILvvMXRF1iDNcmrdhSZb,rap,0.616,0.849,-5.058,0,0.0995,0.451,0.111,0.468,85.106,289509
7IRQl8neWUlBT7UFcLg6n6,rap,0.803,0.653,-6.67,0,0.109,0.0891,0.186,0.533,115.03,229695
3scAjDdskrwS9KoTQrvvs9,rap,0.691,0.668,-7.352,1,0.0851,0.172,0.36,0.483,74.985,192969
3hliI7ammMC4VmlphaL4TH,rap,0.571,0.703,-8.33,0,0.167,0.0153,0.342,0.285,151.94,200294
4mN9kmasHST2unDEhRfNm5,rap,0.674,0.67,-6.457,1,0.061,0.204,0.289,0.371,143.948,246938
4gVDIy0NE9PQ0Z9LqUhcmO,rap,0.748,0.679,-7.219,1,0.0384,0.492,0.142,0.255,129.952,273483
6bXSfLBuqFQtVHNLxXbqbk,rap,0.71,0.779,-6.954,0,0.0472,0.158,0.0997,0.366,129.093,249302
46l4jIghBuLjDzUqYXY5Oo,rap,0.69,0.732,-5.989,1,0.096,0.109,0.104,0.317,119.893,229939
5ELEsgMwvWJald9BQbIgsV,rap,0.655,0.539,-11.133,1,0.0512,0.229,0.104,0.238,85.07,248947
274yAEeC1QztB3gCyDWtgc,rap,0.842,0.568,-7.462,0,0.276,0.358,0.0444,0.929,101.987,182600
36SWxJRBeW8D2Ndl3AGUDj,rap,0.559,0.843,-4.431,1,0.262,0.0116,0.349,0.911,87.323,196173
7lPaEd1BqOycaFRo05WIwK,rap,0.658,0.729,-6.018,1,0.155,0.112,0.125,0.459,152.226,238133
1EZY58thqOAb5MGf1mNvU7,rap,0.729,0.753,-5.54,1,0.132,0.0815,0.0575,0.696,157.014,215840
2LZnKHIeVzQUFQtC5j1Gr2,rap,0.679,0.581,-6.904,1,0.111,0.0816,0.123,0.484,144.082,279600
13EqDaY8tAIrf0dmLdSPmU,rap,0.544,0.833,-5.003,1,0.0396,0.0381,0.272,0.736,87.424,227576
1ASnB3qoqmfqi1XUkr3tEc,rap,0.593,0.641,-5.479,1,0.0607,0.219,0.239,0.745,159.884,199478
216UyrLEp3uqVwncJjja93,rap,0.626,0.767,-6.021,1,0.0361,0.0962,0.152,0.778,100.04,180622
0bqbHSWQShDF7sv8DFMcAA,rap,0.523,0.693,-5.598,1,0.0261,0.0293,0.0742,0.646,159.972,208753
6tWKhX3wI5EDpnyBTWLX9s,rap,0.626,0.649,-6.253,1,0.0265,0.0112,0.286,0.413,84.002,224769
0tGmt2K3YvmCmvl4yV6InX,rap,0.573,0.615,-6.104,0,0.0256,0.083,0.0937,0.336,75.027,229168
5M1tisy2u4mI5jXjX4h1Is,rap,0.64,0.716,-5.508,1,0.0362,0.014,0.283,0.713,140.019,246621
12gyuchWPAK33h5OAnkK9A,rap,0.546,0.584,-5.825,1,0.0258,0.0425,0.148,0.54,82.029,190591
1XgUpqFzrZenm43U5qFx7I,rap,0.513,0.756,-5.449,0,0.0372,0.305,0.0481,0.511,177.678,222173
5wT3hISDJermiuszF7RaTT,rap,0.662,0.829,-6.327,1,0.269,0.0271,0.097,0.538,170.062,209236
1sn5BUxIt6IoO37DajirqR,rap,0.647,0.647,-6.549,1,0.131,0.379,0.103,0.437,168.317,188248
7x6fPxHJlgBhZHGF2UEbCf,rap,0.734,0.527,-7.05,1,0.102,0.0155,0.141,0.338,82.978,167579
