track_id,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms,genre_encoded
78zC6abUHZ9ntpqLXMqrmo,0.923,0.516,-7.617,0,0.0909,0.0799,0.137,0.328,112.973,313573,4
2czVL8mpPBuawijIYf3vQ8,0.768,0.563,-7.439,1,0.403,0.211,0.356,0.461,89.916,272280,4
5eqiMMbaeUZ32Q7sS00H35,0.964,0.605,-6.223,1,0.179,0.0668,0.214,0.646,129.994,260240,4
46gjYTEK7W8ZTABcglGP2f,0.853,0.558,-7.448,1,0.202,0.0462,0.341,0.654,142.079,205879,4
6k2900NjJeVqZM55G3Danu,0.898,0.699,-3.781,1,0.112,0.336,0.232,0.64,131.99,213989,4
5n4dO69Wl6XPJVaXe9eFIK,0.648,0.833,-5.083,1,0.0533,0.169,0.0787,0.475,114.053,189474,4
0SjzIvde8QyAGeXwOgy9rs,0.759,0.716,-6.36,0,0.0818,0.0223,0.231,0.469,105.009,209733,4
6ccps4WlASrRe1qPHZ9tDt,0.665,0.442,-12.695,0,0.37,0.145,0.196,0.62,144.124,205505,4
6Q8Kun3iyWdIZvwmrrfMxe,0.721,0.675,-8.187,0,0.491,0.451,0.686,0.5,92.78,189573,4
4Y42w1JJaLzCC1XGbxGjGc,0.587,0.497,-9.547,1,0.204,0.00127,0.287,0.137,70.141,219652,4
7vgNGxchhqDQWjKjLPTPro,0.685,0.648,-3.536,0,0.149,0.812,0.21,0.389,122.599,215938,4
5mQuoUruo18S4KcXRiTwos,0.953,0.736,-4.784,0,0.278,0.00502,0.069,0.369,105.025,200854,4
2DM9JVZY1Kl2bvxWE2ifqE,0.584,0.917,-4.326,0,0.49,0.152,0.442,0.652,149.704,231320,4
75FDPwaULRdYDn4StFN2rT,0.909,0.546,-7.513,1,0.175,0.000704,0.36,0.0986,138.043,224613,4
2rKXzis3tBuNQQojmCldkv,0.84,0.747,-9.112,0,0.435,0.481,0.104,0.405,120.848,312333,4
20c8kwM60klIrU9LIYNv0X,0.539,0.954,-3.054,0,0.12,0.00224,0.0623,0.389,129.956,174399,4
5hlWtrnVUyAze5WkxF9P56,0.563,0.75,-4.496,1,0.127,0.113,0.0788,0.812,173.906,222920,4
2J9jt3JJXCt6SR7MxLcME7,0.247,0.63,-6.615,1,0.0403,0.0444,0.103,0.318,72.506,206720,4
4gUteMcpbt8S7PMc5Wy6uS,0.528,0.448,-6.408,1,0.0261,0.0121,0.158,0.668,145.989,204225,4
3mMLNYqksF82jffNPJseaz,0.484,0.543,-5.62,1,0.0268,3.75e-05,0.108,0.638,84.975,193765,4
6hKpIzJWHQduwojjkWG8zt,0.445,0.67,-4.973,1,0.0328,0.117,0.0595,0.378,74.049,216143,4
7ISL3LO8AWP3fKIXunvqTa,0.264,0.78,-2.741,1,0.0517,0.0452,0.376,0.456,155.376,280467,4
58VTMFtsoe0E0vSX1pV03h,0.574,0.889,-3.44,1,0.0524,0.00207,0.0333,0.784,116.007,189133,4
5jddjli3YTIxueb3xFdLaA,0.613,0.608,-5.429,0,0.0263,0.0147,0.245,0.523,87.467,152468,4
5GoaMYsGRwJa1kHT2WL6Hw,0.59,0.888,-5.242,1,0.0783,0.00274,0.0694,0.344,123.016,247819,4
7kKLHjFif3r0HG5YyBTv6d,0.388,0.596,-5.144,0,0.0409,0.0097,0.326,0.275,164.644,228987,4
1epXeucPrbpdXwe8dGSjf9,0.557,0.854,-5.139,0,0.0436,0.000186,0.443,0.803,115.982,213376,4
0LL2iuwjFIObiUEiC5SedP,0.562,0.721,-6.043,1,0.0396,3.03e-05,0.0327,0.649,66.503,193281,4
2NPHU2WJaI3rrtCNNuQ8L1,0.547,0.693,-6.404,1,0.0264,0.0224,0.523,0.716,79.963,181868,4
4CdH04HcZHMBLtDULDHFfe,0.252,0.916,-6.357,1,0.0691,8.68e-06,0.105,0.385,119.927,209013,4
2YkcoPZi3jwGfa7r1RRhV2,0.425,0.968,-5.128,0,0.0798,0.0332,0.19,0.262,154.061,206037,4
1DG8aQMP3dS9Pxf1lUnKh4,0.755,0.937,-3.623,0,0.0891,0.0114,0.0772,0.59,119.979,188000,4
5c4X3PrLDtzAqXOWDtfX2t,0.514,0.835,-5.188,0,0.0534,0.00581,0.176,0.564,126.016,157381,4
7pv8xZYGo3FAZFd2R4OP0F,0.15,0.7,-5.113,1,0.0359,0.0212,0.104,0.341,66.76,218293,4
6JgumiX4QJb0g38UhpJ9sK,0.356,0.806,-5.545,1,0.0467,0.000291,0.23,0.265,128.279,195317,4
7aQT5OB4zEgyyxfRDbOBIt,0.457,0.941,-5.174,1,0.0339,0.000136,0.0896,0.704,154.038,201680,4
5RKBwCygT5D8ksFZZz6H7Y,0.342,0.702,-7.096,0,0.0411,0.0775,0.113,0.516,168.021,204375,4
6TgBXzpqMImjitAE1dRglH,0.572,0.884,-2.299,0,0.0855,0.305,0.325,0.532,128.931,256086,4
4N2d7hsNCkBCo1FLGAO9ll,0.295,0.832,-6.789,0,0.0631,0.00393,0.102,0.615,140.979,214048,4
08PjS6opdc0vLlaf0Z7YIl,0.474,0.439,-10.329,1,0.0282,0.79,0.133,0.327,94.2,176960,4
4B4sQFCQsGguRZFeKPzWBW,0.428,0.532,-7.003,1,0.0457,0.00725,0.282,0.431,126.013,283136,4
09JODSGxZqEhyoD0OX23Bs,0.357,0.872,-6.146,1,0.0672,0.00645,0.695,0.691,185.185,164811,4
3xKLnqf5nBIm5WFvFmhWDX,0.448,0.94,-1.785,1,0.0932,0.15,0.368,0.733,120.552,285747,4
2BK4l09aPafX8i3rC2I4xF,0.515,0.934,-3.609,0,0.0482,0.00367,0.21,0.663,127.955,182827,4
6XOINCZBv8Q7RXgNNiTwIN,0.619,0.781,-7.455,0,0.0393,0.0243,0.402,0.533,126.267,236583,4
1ogRu1dOUgHvel8To8oQbe,0.587,0.635,-5.47,1,0.0377,0.0353,0.331,0.591,96.519,172516,4
1iyd6WIPHBeabQGS1Ns1Le,0.521,0.652,-5.773,1,0.03,0.00244,0.292,0.566,175.926,171818,4
0XEUKN8CnHAKNmWmK1FG0d,0.588,0.841,-4.374,1,0.0802,0.144,0.0369,0.682,92.992,194332,4
2WRk6RxETSwdsg2dhtnXxc,0.282,0.843,-6.002,0,0.114,0.000839,0.0699,0.418,175.798,161054,4
6nxHMqTNKWlQnx5AFxz1iX,0.341,0.947,-8.801,1,0.0508,8.21e-05,0.118,0.594,181.062,217907,4
5QHLHBmGDW999nMelytjUA,0.293,0.928,-4.865,0,0.095,4.2e-05,0.197,0.507,106.113,251973,4
0amPDBn2wSRl0vRyWSLk5v,0.381,0.539,-6.761,1,0.0375,2.5e-05,0.125,0.499,127.424,282160,4
3N02rdKYcUq6nabDpCRv7v,0.323,0.903,-6.537,1,0.125,0.00249,0.104,0.255,152.827,347875,4
1zcJ1eMjRONHitpcPx0c68,0.468,0.563,-7.773,1,0.0301,0.038,0.0956,0.431,83.726,387669,4
48RCrsAtJ9HIKu95EwWoOt,0.214,0.942,-3.928,0,0.157,0.000359,0.0942,0.391,130.433,346117,4
7kItHXkqfLWFOiZ0tSzzbA,0.329,0.786,-7.833,0,0.0475,1.89e-05,0.112,0.301,140.839,339573,4
3PrPbuCs02pv3jZtWieaFa,0.358,0.544,-6.576,1,0.0299,0.00432,0.126,0.0397,130.803,142618,4
5c2oCfWpqrtU3avaOuekLs,0.614,0.744,-7.167,1,0.0264,0.00152,0.0953,0.502,106.455,199506,4
3G58YAOF6553O7jNneeEId,0.211,0.809,-6.263,1,0.0474,0.000146,0.531,0.439,118.316,281844,4
5RfhUFcQBeonzqLRhU8gvK,0.395,0.535,-9.562,1,0.033,0.214,0.196,0.679,189.139,180067,4
096rnp428bZTuaiKcl7bHM,0.351,0.86,-6.676,0,0.11,0.0394,0.217,0.502,167.935,185973,4
6qUEOWqOzu1rLPUPQ1ECpx,0.759,0.578,-12.56,0,0.0468,0.00796,0.0605,0.944,105.598,309760,4
5eYwDBLucWfWI5KsV7oYX2,0.402,0.814,-4.954,1,0.14,0.0383,0.266,0.516,170.02,272267,4
0rkcFGA6XEVd2XV2JI6msk,0.65,0.665,-11.259,1,0.0372,0.0526,0.13,0.593,115.51,254267,4
3bDgjbhgJrCsKfntgE8xT1,0.601,0.901,-8.414,0,0.0463,0.00912,0.264,0.934,77.742,201280,4
47aeY6IupdZAkLVoe5atUB,0.649,0.944,-4.518,1,0.0485,0.0158,0.161,0.489,126.059,219745,4
1Qc7zCw6k2KTvSEl4IKSdP,0.467,0.382,-13.807,1,0.0264,0.236,0.187,0.704,81.754,350467,4
7HRKgCruDphRaLW4wmx8xM,0.545,0.757,-5.228,1,0.0396,0.408,0.16,0.714,152.217,436000,4
3k9i7UzeSUYWIfUZFeFDUd,0.404,0.903,-3.88,1,0.0668,0.577,0.287,0.498,115.672,423840,4
7rwM67LyGTDIq33h3Ukc6Y,0.542,0.941,-2.225,1,0.062,0.052,0.056,0.445,82.371,243160,4
56TmVrPjuVYF4QXKJoyVZF,0.504,0.436,-8.212,0,0.0474,0.0568,0.238,0.426,147.955,215699,4
7112WRQXlBGe4Os43yw8gV,0.825,0.857,-3.389,0,0.0448,0.00907,0.0461,0.791,98.204,314147,4
7GRq9NUgqhxPGUUksX02fk,0.412,0.676,-7.341,1,0.0266,0.00596,0.209,0.557,155.431,333733,4
5VXfsQX2NYS9USmDgVyys0,0.458,0.733,-5.7,0,0.0711,0.00255,0.595,0.535,62.469,249600,4
7bNFkCSO1ofu3uzr6voY7T,0.567,0.687,-10.536,1,0.0435,0.29,0.121,0.625,99.93,267480,4
7GREpCJkwNJnbgsN9sViU2,0.552,0.569,-5.468,1,0.0339,0.0282,0.134,0.384,85.002,189510,4
2cppGOIz0cuDnKoGzrDsJQ,0.498,0.628,-5.709,0,0.0317,0.00686,0.362,0.218,138.099,183853,4
3UWYmWg9j8KVV08ANBqcLB,0.485,0.898,-3.75,1,0.0568,0.000776,0.642,0.494,99.983,198680,4
6nDxUpsVjr4qAQGpd2oy6g,0.382,0.771,-5.24,1,0.0365,0.00268,0.254,0.4,145.918,172384,4
0n3sHHfdOq6Awix3JPe3xl,0.545,0.927,-4.736,1,0.0706,0.0128,0.367,0.682,124.061,248400,4
4xCKq3dKWEzivqV4jbz9MC,0.339,0.669,-5.396,1,0.0343,0.000318,0.12,0.636,146.671,246101,4
0GrcPg89CPjXEkPAsAooGP,0.422,0.91,-3.669,1,0.0548,0.00256,0.0765,0.159,139.984,240987,4
0npVGsE6RMRt8nBdDKaDCh,0.509,0.825,-3.627,1,0.0525,0.0022,0.0961,0.653,102.999,189131,4
2lmg77G2ypL40xfIqwFbI9,0.458,0.931,-3.806,0,0.111,0.0014,0.135,0.695,84.954,248147,4
3CqdEcYe3xWopkzxQxiyIK,0.529,0.851,-7.005,1,0.0315,0.000241,0.114,0.534,84.015,235957,4
5EOoMWIB9iK4ZpcSex9Ec7,0.714,0.937,-2.947,1,0.0399,0.206,0.0731,0.964,124.13,194147,4
0ifIudDeWelhhKzNqP12jm,0.54,0.801,-3.733,1,0.0475,0.0845,0.221,0.577,83.979,224855,4
56xzyK1pLQ1Lw1AVcCM97r,0.386,0.87,-3.081,1,0.0443,0.0279,0.513,0.527,171.118,200064,4
7b16g1E6OAG6HNmAQBgZos,0.231,0.888,-3.414,1,0.0511,0.000776,0.414,0.368,90.714,243823,4
2ZMI0QNoqU9fQZFirR9WpK,0.535,0.975,-2.959,1,0.0647,0.0297,0.0482,0.689,96.004,222960,4
43KDuKt8wcZFkx8RNwf1Si,0.676,0.839,-6.231,1,0.0814,0.0385,0.256,0.814,160.027,173250,4
3rdFEtI9fiqQYBVyIaOBh9,0.595,0.727,-4.153,1,0.0335,0.00186,0.112,0.328,97.916,274061,4
1ohphTiYoW84NPGpPY6HW6,0.324,0.887,-4.512,1,0.0528,0.000128,0.248,0.438,112.012,209480,4
4qhDzoE6Ih7tab9s6aNTmY,0.459,0.932,-2.251,1,0.0569,0.0274,0.0829,0.58,166.017,222173,4
5bHC9aYva39pR1mmFMFVxu,0.245,0.805,-3.778,0,0.045,0.000287,0.275,0.648,171.272,204760,4
1BfR5GMOgW0peHkPxrwf11,0.364,0.928,-4.015,1,0.0485,0.16,0.315,0.677,175.878,234600,4
2AYzOAV74uB3YahrDHiYxV,0.513,0.727,-5.496,0,0.0372,0.0529,0.158,0.333,76.989,200987,4
374vbxvuCPoDH1XamaqFID,0.366,0.948,-3.666,0,0.0611,0.00121,0.114,0.446,126.849,243893,4
1JNvCcHIlwpcxWJ5NFgUrl,0.643,0.383,-6.433,0,0.036,0.0197,0.0892,0.42,94.985,118834,4
6nRQHhMINUm8rjGgpdkBYH,0.427,0.907,-2.267,0,0.197,0.00297,0.671,0.412,150.134,193987,4
1ZCBORA4hOTX9dUcpSnW7M,0.552,0.869,-3.946,1,0.0494,0.00023,0.0666,0.499,134.962,205600,4
45Ia1U4KtIjAPPU7Wv1Sea,0.619,0.67,-10.319,0,0.0353,0.00165,0.331,0.777,129.267,211933,4
4VwPsMcRt1HPVKIdcwY9Uj,0.485,0.841,-6.068,0,0.0307,0.000173,0.125,0.551,94.867,311000,4
6lQ4C2lYc3mIsBtB6EfkwT,0.476,0.452,-7.331,1,0.0258,0.0788,0.124,0.297,140.15,199360,4
1MQTmpYOZ6fcMQc56Hdo7T,0.426,0.929,-6.729,1,0.0701,0.00162,0.0789,0.539,127.059,205600,4
3zfVj6UVenatGKid6QirRW,0.46,0.978,-5.25,0,0.0982,0.000289,0.329,0.302,92.51,212950,4
1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,-6.903,1,0.0676,0.00178,0.0754,0.918,129.804,121160,4
0oeXrzQoMEIRr3GkaLL9GG,0.559,0.994,-2.148,1,0.128,7.46e-05,0.375,0.268,115.016,278789,4
42ZVk59gT4tMlrZmd8Ijxf,0.429,0.966,-4.605,1,0.0733,0.000209,0.371,0.525,179.956,278027,4
4TvCfnDm6O1gRSNA8p3ur7,0.407,0.802,-5.957,0,0.0915,0.0996,0.351,0.427,143.938,298107,4
0Puj4YlTm6xNzDDADXHMI9,0.324,0.938,-7.332,0,0.102,0.032,0.0961,0.543,168.131,178440,4
5cwZFTdktFh5XjRglkqJYr,0.163,0.843,-4.175,1,0.0561,0.00107,0.279,0.616,167.872,189770,4
0ps0e9UUY3XgEajDj6jYAV,0.427,0.971,-3.824,1,0.12,2.92e-05,0.386,0.313,77.511,304363,4
7xz4JjmcUyxjLb4ra2rk8q,0.348,0.82,-7.605,0,0.0435,1.66e-06,0.129,0.235,89.796,325382,4
0VnpSZutFXt3MP4R2shCTl,0.321,0.967,-5.436,1,0.426,0.0115,0.113,0.358,149.528,298707,4
4knL4iPxPOZjQzTUlELGSY,0.91,0.444,-8.126,0,0.344,0.022,0.137,0.53,149.953,276333,4
6HfOzLLjsaXsehIFEsrxTk,0.747,0.687,-7.475,1,0.382,0.155,0.137,0.283,143.931,188320,4
2jjItCsygxKASceR8hppIX,0.787,0.388,-9.429,0,0.114,0.33,0.0994,0.494,142.0,177723,4
2OqYarizUUGzSSNHPrDEii,0.7,0.518,-7.191,0,0.177,0.0471,0.1,0.542,75.973,258680,4
1fLibtVj3MrNTwRZq5yUOs,0.748,0.767,-7.806,0,0.172,0.0267,0.334,0.519,133.929,222200,4
3rMyMv8EjKXoPnaRo2hdJN,0.71,0.882,-6.648,0,0.04,0.00908,0.162,0.806,160.012,267293,4
1BLz7nBzRElSPfg3ndJkHz,0.704,0.803,-4.77,1,0.351,0.165,0.54,0.529,124.087,233840,4
6o3s08kk2fQI37vxGZDrJ1,0.835,0.757,-5.029,0,0.23,0.00647,0.29,0.626,82.038,274387,4
0DW5anNzTO7h0OlKqFsVQ6,0.851,0.848,-5.136,1,0.181,0.00472,0.0783,0.897,144.092,254707,4
59rtiYOPgMEDf3yPEfU2la,0.86,0.861,-7.131,0,0.307,0.0361,0.113,0.79,143.184,271053,4
03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,-6.366,1,0.0391,0.00544,0.241,0.361,131.497,263773,4
323Tzd2yjV4pifrVAajafb,0.875,0.732,-5.135,1,0.0635,0.0198,0.11,0.159,87.142,200933,4
3LN41NUdHkyNqQhi9gExMm,0.84,0.571,-7.421,1,0.0797,0.16,0.406,0.617,116.59,188493,4
5dANgSy7v091dhiPnEXNrf,0.653,0.77,-6.091,0,0.0353,0.00342,0.0887,0.272,137.616,321293,4
05Sgj1Hx03ZXc57gsV1kfX,0.888,0.577,-7.702,0,0.0612,0.0986,0.131,0.609,84.003,241840,4
4hFV8xf1MD6Tmg2g0XltTY,0.781,0.71,-3.683,0,0.0903,0.00888,0.12,0.317,156.068,230707,4
0HFrCOmhCYXlv4NdEwRAuj,0.422,0.641,-4.947,0,0.323,0.422,0.317,0.654,187.027,260276,4
4QUUmoiuVPfRUrYHfnL5B5,0.761,0.426,-11.968,0,0.334,0.0692,0.133,0.141,155.001,200377,4
4y6DOqPrT52Usm5Ls53ZIw,0.842,0.558,-9.322,1,0.264,0.0439,0.108,0.683,76.469,158496,4
1IAzD1muglOxOcPbUHs70R,0.68,0.687,-6.162,0,0.0709,0.0161,0.261,0.467,150.053,249533,4
65D95SmygxGCQGiI64eaZf,0.725,0.431,-5.988,0,0.0707,0.00113,0.14,0.199,174.083,250027,4
6KoK723c5pmYKiHvH69JDr,0.801,0.68,-2.362,1,0.0309,0.00364,0.0783,0.204,142.1,263440,4
5MYFw4T2gy52pOGBN4EYHS,0.789,0.881,-5.758,1,0.0331,0.108,0.355,0.647,133.301,236600,4
2GyiPfu3exRASKLKZ8p6FB,0.771,0.745,-4.337,1,0.152,0.0172,0.0875,0.713,155.967,259733,4
24PWKmemCvqfyVXODhoKHW,0.721,0.621,-4.378,1,0.306,0.00469,0.199,0.568,159.967,228933,4
2GHp47AE8HTBF9xpG7FIoz,0.813,0.544,-9.816,1,0.232,0.224,0.134,0.699,146.073,324173,4
7zBQRGpYImAdIZc97FNj3V,0.596,0.815,-5.668,0,0.0755,0.0111,0.174,0.459,165.015,206567,4
4P6BuLsqtg5uISdE77ypI9,0.905,0.782,-3.604,0,0.164,0.096,0.0623,0.798,96.055,211293,4
0CJmYEsImHZ42f7W6ntlX2,0.751,0.862,-3.113,0,0.112,0.195,0.137,0.906,80.005,252307,4
5q186AzhWeOEoFnApajHgR,0.868,0.964,-3.72,1,0.111,0.0467,0.0708,0.868,98.913,312960,4
3hQCHzkE5oSA3F1xM8bpcM,0.502,0.652,-7.224,1,0.3,0.0849,0.0675,0.649,136.04,254093,4
0RZXNlGPvfMo54fd6uCvAT,0.865,0.844,-4.946,1,0.311,0.0582,0.373,0.755,150.09,205120,4
0GNbF413D1n8yS2vLpOBhl,0.688,0.88,-5.044,1,0.233,0.0564,0.154,0.618,140.904,150047,4
7cVmKBwzPsh4Fmb6SplfEm,0.886,0.62,-5.854,1,0.307,0.082,0.1,0.6,76.035,229813,4
62x93blgkWEz6Huop8eSQA,0.802,0.794,-5.054,0,0.196,0.00282,0.0927,0.633,152.571,221053,4
4s0o8TJHfX9LLHa0umnOzT,0.814,0.387,-9.867,1,0.0945,0.0248,0.131,0.792,93.961,225173,4
3VXDc9f8J96uBnAAeFrrmw,0.9,0.515,-6.626,1,0.372,0.00341,0.111,0.659,84.995,283455,4
0Uc706myy6Th7I6KQ9xA1x,0.931,0.486,-10.558,1,0.139,0.0579,0.161,0.896,120.026,216000,4
6lSylu4qTmLBGQB1zp5oCi,0.794,0.777,-3.696,0,0.0813,0.0982,0.202,0.706,160.022,173040,4
0l3GEbH3CviUytD6iX4wzg,0.866,0.749,-3.977,1,0.253,0.15,0.0614,0.891,92.074,250747,4
6TQANhh0iV17xMeExcH6qj,0.428,0.714,-5.574,1,0.399,0.0895,0.766,0.678,110.017,198093,4
5fst2COuMGJQ7PzSRYGVj5,0.814,0.532,-8.415,0,0.304,0.0935,0.0715,0.504,151.965,258747,4
6H0AwSQ20mo62jGlPGB8S6,0.822,0.505,-7.384,1,0.147,0.0317,0.114,0.523,73.003,210200,4
48F4fY1pKOTWN1H8q99dJE,0.777,0.871,-5.588,1,0.236,0.00998,0.366,0.624,140.098,273973,4
6iIQFnknhqitV3qJXICseF,0.607,0.618,-5.697,1,0.316,0.0564,0.0877,0.504,186.991,169944,4
63XXvHR6FfiRDk5lKNNCMI,0.709,0.744,-5.905,0,0.134,0.0119,0.0609,0.508,145.112,281480,4
4dZTZbmJBCCofAExHwefda,0.915,0.556,-8.601,1,0.216,0.0145,0.0733,0.67,148.964,170947,4
1KW8BTLgbRCTH8pzUmboLE,0.901,0.359,-8.198,0,0.248,0.00956,0.0752,0.219,149.019,220467,4
6B6MWIzXwsTWQpqYzw9bBI,0.878,0.52,-7.58,1,0.131,0.218,0.119,0.337,110.996,278187,4
4AMr2yB3Ng41sX5uKLIlvQ,0.602,0.514,-6.629,1,0.298,0.0173,0.353,0.0706,115.233,235400,4
5h21AlYy4mgHfQp9jUAUGi,0.73,0.483,-8.959,1,0.327,0.0428,0.103,0.535,168.049,212800,4
2wxO3ZydJTZRi4Bbc02q7i,0.7,0.402,-9.93,0,0.278,0.0498,0.16,0.499,77.871,300600,4
3DXncPQOG4VBw3QHh3S817,0.609,0.668,-4.284,1,0.0367,0.0552,0.167,0.811,80.924,288600,4
5YGhm6pI5s0uxJ2DwrDYqO,0.919,0.56,-5.221,1,0.3,0.0119,0.0963,0.382,141.004,223520,4
2NVt7fxr5GsqTkGwYXcNTE,0.676,0.615,-7.534,0,0.0496,0.0384,0.341,0.883,163.993,176675,4
3GUZHOhbl6hQEqsHCkUDDd,0.617,0.882,-2.701,0,0.101,0.168,0.12,0.267,145.933,251960,4
6XwKCiuBgLezlq2rlXpqvS,0.717,0.578,-8.563,0,0.154,0.163,0.106,0.42,127.757,239107,4
6Nq5lE0CeOAAAqN4qhkbZU,0.662,0.748,-3.041,0,0.268,0.688,0.0841,0.535,82.331,239027,4
47FjToieQbxqNnuiRRQtym,0.724,0.86,-3.544,1,0.0872,0.0139,0.254,0.553,96.956,228827,4
5FDCDBFDKpf7TLzDx6r2Lp,0.883,0.635,-6.284,0,0.299,0.0307,0.114,0.542,129.042,151482,4
77tsD2Ai9gdjePMqF4TxPS,0.676,0.92,-5.823,0,0.269,0.138,0.238,0.434,127.131,267233,4
7w8SYlPLA9bqj7vRHvYNDz,0.811,0.726,-6.726,1,0.323,0.362,0.121,0.57,150.061,235897,4
31c3hIaCg0Ad4jd36uWqSj,0.744,0.637,-5.133,0,0.0381,0.025,0.333,0.567,143.031,232013,4
30MFmjElHOCOhfu6q48Wtv,0.858,0.795,-5.814,1,0.0937,0.0175,0.0518,0.706,100.008,277680,4
16sEtZx6F2InPzybZIn96X,0.934,0.671,-5.458,0,0.151,0.0939,0.0812,0.804,129.951,209580,4
6keIGUqu0iqKnW7aSIKwOG,0.847,0.811,-4.459,1,0.231,0.00137,0.154,0.676,81.997,269373,4
20FZrLl9zSbO9b3DhaqO6M,0.859,0.599,-5.254,1,0.0614,0.000362,0.13,0.319,140.005,252520,4
2ztyTz3H928W2bVb9qXBlB,0.645,0.785,-6.016,0,0.365,0.0705,0.38,0.673,172.174,212507,4
4Dw6V4mhZAGkFSTQ4GUMIZ,0.843,0.676,-4.746,1,0.271,0.00535,0.0727,0.546,90.968,221733,4
6DbqCKweKwVkHgRv1CI53D,0.723,0.644,-6.863,0,0.222,0.00308,0.352,0.645,144.09,261027,4
0jSMveIWvnhDIvzqN74Uc7,0.925,0.744,-5.79,1,0.367,0.0644,0.0888,0.656,93.02,243227,4
3rnDyg4f2oRsWmXdZVFD1Y,0.893,0.776,-5.356,1,0.293,0.00607,0.103,0.229,91.987,284439,4
3cHfDtp6kGyfZB10lvZ2Xj,0.841,0.653,-5.926,0,0.205,0.000164,0.107,0.486,94.141,267707,4
4rICUbwZZuqUOcgQgtux2k,0.358,0.596,-11.906,0,0.224,0.147,0.212,0.484,178.008,246160,4
7kUycEYvdRdHmXmxRiywPE,0.873,0.591,-5.928,1,0.226,0.168,0.117,0.277,100.515,143333,4
3mGW6kG5UZLLDb1vVxRnl4,0.848,0.395,-7.045,1,0.304,0.101,0.112,0.374,140.016,259798,4
1ZwLImco9n25d8oua1zkV4,0.839,0.611,-6.983,0,0.0708,0.000201,0.0997,0.728,114.996,267133,4
4gdQ8QShlC3toP9Mkc8DwB,0.754,0.767,-5.587,1,0.186,0.0214,0.172,0.815,83.014,204707,4
6M7TmL8CZ52NJTfT8duiDA,0.722,0.837,-6.349,1,0.279,0.0609,0.118,0.681,82.979,173000,4
6cnufgF6qLJGZT2PRFZBr1,0.662,0.827,-3.095,1,0.083,0.151,0.0908,0.58,77.511,252093,4
5l53XkYN5rTYmdJ0P2GKFT,0.613,0.835,-4.051,0,0.177,0.106,0.14,0.684,143.876,258273,4
3MAgQuClHcAV8E9CbeBS6f,0.512,0.598,-4.959,0,0.115,0.611,0.0881,0.345,70.189,213253,4
07Tx168RSsUS1HqkDIOZbH,0.785,0.582,-4.877,0,0.237,0.191,0.2,0.861,71.774,231360,4
5lG0xtobUSiOT2mfJHqtxv,0.852,0.909,-4.542,1,0.0819,0.157,0.0881,0.66,108.019,253173,4
0k7kfdefyPCDVHtHzgaq6t,0.794,0.688,-7.282,1,0.0447,0.0406,0.271,0.567,102.088,453533,4
0TgsWy0Fh6sL90mcG06pVg,0.675,0.733,-6.485,0,0.0328,0.225,0.193,0.757,96.017,281000,4
5o61LLrnFaGbcEbecemBIo,0.855,0.665,-6.44,1,0.14,0.0587,0.0846,0.661,113.036,214120,4
7r3Hwig1mvtlVq0ZbJ09Wb,0.784,0.433,-9.1,1,0.0376,0.299,0.0248,0.917,113.491,153298,4
4ZKLmo5TSZebyenBpln7l8,0.866,0.64,-4.098,0,0.0824,0.00996,0.0755,0.563,103.011,247253,4
7IBhpjoLxBO2oiNjny9ie4,0.654,0.607,-4.64,0,0.0283,0.109,0.177,0.698,83.975,305987,4
7e89621JPkKaeDSTQ3avtg,0.596,0.605,-12.145,1,0.0255,0.181,0.0863,0.886,97.798,283800,4
7DpuczUR3nNFkMfMyRqoNx,0.865,0.516,-5.439,1,0.044,0.149,0.144,0.88,105.985,219493,4
5ib3EGG06XUnUf7hzDnheL,0.757,0.794,-4.351,1,0.0574,0.429,0.0411,0.903,99.84,228733,4
4u6JFQa45iIYPy5l8DK2xc,0.718,0.819,-3.364,1,0.0356,0.258,0.168,0.929,97.036,353547,4
5mZ3SenUADr24QRqwA0Bt2,0.849,0.803,-4.514,0,0.0616,0.0745,0.0621,0.962,111.008,212547,4
3lhAN67vp4RLgJbUUctHHO,0.682,0.754,-2.413,1,0.0778,0.492,0.325,0.963,200.301,355600,4
18UDolpvPEqVzIE69xobUQ,0.69,0.688,-7.994,0,0.156,0.0313,0.101,0.794,203.648,254171,4
0RuHgMDV6xyyqa2G8m9bXz,0.717,0.69,-7.71,1,0.0325,0.493,0.075,0.887,100.979,307067,4
1gRSO11Oebsr4SIYFu842l,0.887,0.796,-5.392,0,0.0456,0.0227,0.0649,0.937,111.589,250390,4
2Y8i6ntDzXIhCO4UJPl5Qv,0.643,0.628,-12.075,0,0.0748,0.0443,0.0359,0.894,100.392,245493,4
0pvA063uNyGQFp7DNtmk0P,0.59,0.659,-9.669,1,0.0697,0.104,0.356,0.965,80.201,141067,4
3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,-10.964,1,0.0376,0.182,0.407,0.907,150.572,183307,4
5zLvo9lek82KN9QKRpJojD,0.884,0.414,-9.98,1,0.065,0.462,0.22,0.696,91.998,241120,4
7tor1N7ix61iCkeR5Ebeqq,0.917,0.555,-7.541,1,0.0785,0.162,0.29,0.731,112.998,375733,4
